Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
105	1936.75	4.49305	1940.0	1929.0	0.0	0.0	0.0	0.0	1000.0	192.8354	0.9170085	193.32397	183.14249	424000	1.7404556e-08	3.636645	-0.02198791	-0.7875037	0.42901805	0.0070417314	0.07025	79.0	688.6467754840851
106	1927.0	8.916277	1939.0	1917.0	0.5	0.8660254	2.0	0.0	1000.0	193.40155	0.7610967	193.70822	176.05745	428000	-7.1525577e-09	3.878102	-0.022310087	-0.81101394	0.39107206	0.0062594386	0.1005	79.0	692.4375388622284
107	1940.5	5.2201533	1946.0	1932.0	0.0	0.0	0.0	0.0	1000.0	192.6275	0.97547287	192.94559	177.0879	432000	-4.172325e-08	4.4048667	-0.02344643	-1.8534694	0.38471264	0.004596836	0.07675	79.0	696.1264262199402
108	1931.75	7.495832	1943.0	1924.0	0.0	0.0	0.0	0.0	1000.0	193.94984	0.457222	194.11789	189.34192	436000	-4.1902066e-08	4.2426586	-0.018211447	-0.93961906	0.3787613	0.005314739	0.06	79.0	699.8280930519104
109	1936.75	5.1173725	1944.0	1931.0	0.0	0.0	0.0	0.0	1000.0	193.15906	0.23661137	193.21582	191.15611	440000	9.059907e-09	2.3627114	-0.022218874	-0.22235942	0.35697457	0.005933587	0.077	79.0	703.5552632808685
110	1918.75	37.4925	1949.0	1856.0	5.75	9.959292	23.0	0.0	1000.0	193.31085	2.3353224	193.65648	147.56914	444000	2.682209e-08	37.355373	-0.022827541	-8.687048	0.33279344	0.006285826	0.08475	79.0	707.3176391124725
111	1800.75	230.28827	1942.0	1402.0	1.5	2.598076	6.0	0.0	945.25	192.6235	2.1910126	192.8835	146.11597	448000	-1.4543533e-08	1121.1924	-0.008934032	-504.9159	0.3266609	0.013374055	0.108	8.0	710.3351216316223
112	1928.5	8.261355	1938.0	1918.0	0.0	0.0	0.0	0.0	1000.0	188.50397	5.9038014	190.83415	107.82043	452000	1.7881394e-08	60.03971	-0.021806356	-56.64458	0.3272505	0.008623255	0.089	79.0	781.2856163978577
113	1773.0	248.38377	1928.0	1343.0	6.75	4.656984	12.0	0.0	937.0	191.59166	9.692691	192.82593	4.8850403	456000	2.026558e-09	860.9869	-0.021754013	-522.71094	0.30630326	0.006622207	0.07925	79.0	785.3988234996796
114	1929.75	6.1796036	1940.0	1924.0	0.0	0.0	0.0	0.0	1000.0	188.08408	6.6175423	191.00716	124.164	460000	-2.4080276e-08	70.77712	-0.027009644	-65.26115	0.32351735	0.0070479494	0.1045	79.0	789.638219833374
115	1940.75	2.4874685	1944.0	1937.0	0.25	0.4330127	1.0	0.0	1000.0	192.5006	1.275943	192.75546	163.66144	464000	-4.1723256e-09	6.467518	-0.024768315	-3.111048	0.27947617	0.01260448	0.109	65.0	793.9180948734283
116	1940.25	13.935118	1952.0	1917.0	1.25	2.1650636	5.0	0.0	1000.0	194.03308	0.7499141	194.3137	184.0721	468000	-3.671646e-08	7.6322775	-0.00405089	-1.1800952	0.25182444	0.013372356	0.18	4.0	797.0552716255188
117	1928.75	15.562374	1944.0	1907.0	2.25	3.344772	8.0	0.0	1000.0	193.75966	2.0372853	194.15744	129.38857	472000	1.07288365e-08	12.742678	-0.025581274	-3.0620718	0.25058323	0.006592528	0.10275	79.0	801.0439431667328
118	1614.0	558.3131	1943.0	647.0	7.25	12.557368	29.0	0.0	857.5	191.67343	15.049187	193.47531	-8.751831	476000	2.1457673e-08	988.5764	-0.0047251033	-341.11298	0.23869178	0.020340377	0.1955	2.0	804.213785648346
119	1935.5	10.965857	1951.0	1920.0	0.0	0.0	0.0	0.0	1000.0	188.69836	5.6652064	191.34528	141.95969	480000	-4.1007993e-08	53.56221	-0.022098735	-48.5908	0.23847815	0.008728982	0.07025	79.0	808.3256056308746
120	1916.5	25.441109	1948.0	1890.0	7.5	7.5	15.0	0.0	1000.0	192.14275	7.5671825	193.87202	48.69553	484000	1.2636185e-08	58.037243	-0.0017017953	-40.404087	0.21844065	0.014494741	0.21025	2.0	811.6422483921051
121	1922.5	18.309834	1936.0	1891.0	5.5	9.526279	22.0	0.0	1000.0	192.25148	3.5717425	195.14629	157.3138	488000	-1.5079975e-08	20.084297	-0.028658016	-7.9278727	0.2182598	0.012558059	0.13575	61.0	815.6908071041107
122	1937.25	5.7608595	1944.0	1929.0	0.0	0.0	0.0	0.0	1000.0	192.82153	1.6436074	194.71776	170.07599	492000	-2.7537345e-08	5.440827	-0.021461448	-2.6388438	0.22257972	0.009845359	0.103	79.0	819.9285056591034
123	1934.0	6.519202	1943.0	1925.0	0.0	0.0	0.0	0.0	1000.0	193.66006	0.6927489	195.44116	181.05742	496000	4.5597552e-09	3.0824633	-0.025455682	-0.25818658	0.21678904	0.005701311	0.071	79.0	824.1802785396576
124	1938.0	4.1833	1945.0	1934.0	0.0	0.0	0.0	0.0	1000.0	193.52576	0.3260194	193.93686	187.8836	500000	3.695488e-09	2.7945027	-0.027164433	-0.16099358	0.20724048	0.011904083	0.115	79.0	895.5506954193115
125	1936.25	3.344772	1940.0	1931.0	0.0	0.0	0.0	0.0	1000.0	193.66692	1.1323005	194.16357	173.0875	504000	1.2040138e-08	3.142375	-0.021998081	-1.1714529	0.19269647	0.0070768483	0.1045	79.0	899.4603681564331
126	1948.75	6.1390147	1955.0	1940.0	0.0	0.0	0.0	0.0	1000.0	193.69827	0.16294383	194.69398	191.08029	508000	8.916855e-08	3.2150662	-0.024345025	-1.1730888	0.16541442	0.010513786	0.09325	79.0	903.2417004108429
127	1898.75	80.19469	1949.0	1760.0	14.75	25.547749	59.0	0.0	1000.0	194.3342	2.7253966	197.31674	167.5599	512000	2.5033948e-09	225.04085	-0.029575901	-157.99791	0.14200056	0.009058607	0.083	79.0	907.2002694606781
128	1920.75	29.617352	1954.0	1883.0	8.0	8.276473	19.0	0.0	1000.0	192.33961	4.7720017	193.93144	134.28903	516000	-4.4107438e-09	39.126865	-0.01821401	-13.351601	0.16903186	0.012214145	0.12475	19.0	910.4612357616425
129	1931.75	25.849323	1960.0	1890.0	4.75	8.2272415	19.0	0.0	1000.0	192.378	1.9803617	192.98622	157.3296	520000	-3.6239626e-08	33.546806	-0.005916613	-14.599302	0.16664027	0.012336506	0.1435	1.0	913.4971091747284
130	1560.5	655.6464	1954.0	425.0	1.0	1.7320508	4.0	0.0	818.75	192.77596	4.7184424	194.12529	84.21448	524000	2.1696092e-08	1141.9358	0.00086031965	-406.68903	0.16633311	0.0179394	0.2055	1.0	916.7378027439117
131	1934.75	17.426632	1958.0	1909.0	2.5	4.3301272	10.0	0.0	1000.0	185.24922	13.278428	191.75645	10.937132	528000	3.6478042e-08	213.47966	0.001664621	-200.16655	0.16605736	0.014941774	0.1435	2.0	919.7114162445068
132	1782.75	286.22925	1951.0	1287.0	3.5	6.0621777	14.0	0.0	932.25	189.08994	25.389532	194.7174	-67.06061	532000	7.212162e-09	371.7786	-0.011963546	-228.0055	0.1656723	0.013224248	0.14325	11.0	922.7927255630493
133	1746.0	311.03134	1955.0	1210.0	9.75	9.756408	20.0	0.0	925.0	184.82956	19.937267	193.36848	28.030355	536000	1.47819526e-08	1030.3751	-0.00876158	-735.84033	0.16442491	0.014584532	0.1405	3.0	925.8822119235992
134	1889.5	79.68845	1949.0	1754.0	18.5	25.588083	62.0	0.0	1000.0	182.60223	22.511757	194.01161	-2.6645467	540000	1.2338161e-08	426.0094	-0.018524952	-349.34302	0.1642716	0.012161948	0.1295	25.0	929.1368284225464
135	1546.25	694.6976	1949.0	343.0	4.25	7.361216	17.0	0.0	814.0	189.05446	29.805159	194.72215	-76.54022	544000	-1.0967255e-08	377.2147	-0.00015128401	-113.41855	0.16249205	0.014859148	0.13775	2.0	932.2042858600616
136	1436.0	607.00775	1941.0	665.0	4.4	4.029888	9.0	0.0	767.4	187.78156	13.617949	193.09236	56.62673	548000	1.3589859e-08	1722.351	-0.00438311	-783.2406	0.16219245	0.015254126	0.261	2.0	935.2652571201324
137	1917.25	45.301075	1962.0	1855.0	9.25	10.662434	26.0	0.0	1000.0	180.3979	22.183617	190.13661	20.434921	552000	2.5272369e-08	516.0046	-0.029294595	-481.35004	0.16190697	0.009828983	0.11475	79.0	1006.0876431465149
138	1922.0	29.35132	1952.0	1878.0	9.25	11.031206	27.0	0.0	1000.0	191.22812	3.6378293	193.03986	144.4641	556000	6.1988827e-09	39.30752	-0.028177446	-8.62373	0.13396825	0.005742644	0.09525	79.0	1010.0951027870178
139	1856.5	160.94952	1960.0	1578.0	13.0	22.51666	52.0	0.0	984.5	187.23653	30.293602	194.11781	-45.000095	560000	1.0967255e-08	483.6401	-0.02721886	-266.9793	0.13394225	0.00579595	0.109	79.0	1014.3517370223999
140	1943.5	6.538348	1950.0	1936.0	0.0	0.0	0.0	0.0	1000.0	192.18642	3.0202506	193.73956	156.8849	564000	-1.3351441e-08	15.633228	-0.028314402	-10.6388645	0.12658037	0.008876512	0.105	79.0	1018.3245685100555
141	1936.5	2.0615528	1940.0	1935.0	0.75	1.299038	3.0	0.0	1000.0	193.80147	1.5447009	194.33923	177.81215	568000	1.8835069e-08	5.071524	-0.030987477	-1.5785363	0.10691894	0.010821125	0.11575	79.0	1022.4114661216736
142	1945.0	5.7879186	1949.0	1935.0	0.0	0.0	0.0	0.0	1000.0	192.64584	4.514458	193.95807	97.58529	572000	-7.629395e-09	23.364857	-0.00037576843	-20.71119	0.08245038	0.012631296	0.17425	2.0	1025.4506485462189
143	1949.25	5.2618914	1958.0	1944.0	0.0	0.0	0.0	0.0	1000.0	194.71638	0.25405714	194.77817	190.36041	576000	-3.015995e-08	2.149225	0.0018944887	-0.020843744	0.082005985	0.012793955	0.19025	6.0	1028.5537180900574
144	1950.0	13.546217	1965.0	1932.0	1.25	2.1650636	5.0	0.0	1000.0	194.55424	1.3980385	194.78403	169.84987	580000	2.9206277e-08	7.1645	-0.022608925	-1.1704845	0.08009411	0.0069411155	0.12025	79.0	1032.3682224750519
145	1930.75	29.380053	1951.0	1880.0	6.25	8.671073	21.0	0.0	1000.0	194.35097	4.000873	195.49529	130.5247	584000	2.5272369e-08	48.707027	-0.0062232846	-16.202751	0.05283237	0.01613627	0.18825	3.0	1035.3695106506348
146	1946.25	7.854139	1957.0	1935.0	1.0	1.7320508	4.0	0.0	1000.0	193.38023	0.93513525	193.68826	168.06427	588000	-1.835823e-08	3.6715434	-0.026699642	-1.4807832	0.052195314	0.008904383	0.09475	79.0	1039.155608177185
147	1945.0	15.890248	1957.0	1918.0	3.25	5.629165	13.0	0.0	1000.0	194.31973	1.1891278	195.32631	172.01161	592000	2.9444696e-08	17.712765	-0.023831788	-1.107729	0.0399884	0.012168211	0.09825	62.0	1042.8090789318085
148	1640.5	500.524	1949.0	774.0	5.0	3.8078866	10.0	0.0	863.5	194.26962	2.8539398	194.9308	146.56334	596000	-3.1352045e-08	1128.0258	-0.02377827	-182.35974	0.027436735	0.0052422234	0.11775	79.0	1046.7005252838135
149	1623.0	564.1033	1957.0	646.0	1.0	1.7320508	4.0	0.0	847.75	185.38412	9.088291	188.34444	14.797106	600000	-5.2452087e-09	942.1972	-0.02810702	-745.6516	0.046283603	0.0076923207	0.086	79.0	1117.447280406952
150	1936.25	17.239126	1958.0	1914.0	3.75	3.7666297	8.0	0.0	1000.0	186.99083	28.510782	194.41234	-57.002235	604000	1.2159347e-08	777.7917	-0.016301652	-763.78766	0.039783	0.014705629	0.136	21.0	1120.5843291282654
151	1769.25	214.65714	1954.0	1407.0	21.75	13.935118	37.0	0.0	955.25	192.20592	9.291587	195.03958	37.23073	608000	-1.6450882e-08	1284.7067	-0.014778355	-273.49097	0.0319066	0.014066795	0.137	12.0	1123.7375659942627
152	1764.5	308.52756	1966.0	1231.0	3.5	3.5	7.0	0.0	923.75	182.2948	6.7711253	186.16647	93.91342	612000	-2.4080277e-08	953.0816	-0.024740582	-181.33063	0.02841461	0.00708267	0.09625	79.0	1127.547819852829
153	1935.75	30.011456	1957.0	1884.0	5.75	9.959292	23.0	0.0	1000.0	186.63701	6.9192696	189.13351	80.86225	616000	9.775161e-09	123.01882	-0.006690502	-64.03783	0.014930488	0.01227488	0.13725	2.0	1130.4876384735107
154	1576.0	643.83264	1960.0	461.0	9.0	11.445523	28.0	0.0	832.75	188.32175	17.114788	193.00995	15.514248	620000	-2.425909e-08	797.9135	-0.0015709426	-507.5634	0.014683245	0.017429538	0.2655	2.0	1133.4977324008942
155	1942.5	7.017834	1950.0	1931.0	1.75	3.0310888	7.0	0.0	1000.0	190.98586	6.898102	194.0702	130.60753	624000	3.2305717e-08	46.659843	-0.0016050318	-34.110775	0.014408469	0.013366497	0.132	3.0	1136.482789516449
156	1496.25	545.7355	1958.0	606.0	4.5	4.031129	11.0	0.0	801.0	189.92403	26.564384	194.7995	-113.78586	628000	1.0550022e-08	1478.1488	-0.0030579094	-336.39148	0.014284967	0.017218702	0.23	3.0	1139.5426588058472
157	1639.75	533.9173	1951.0	715.0	5.0	8.6602545	20.0	0.0	862.0	179.87778	32.40097	188.12431	-143.40059	632000	-4.9233435e-08	429.1585	-0.028363127	-239.54887	0.014337065	0.012282149	0.13225	46.0	1143.0201666355133
158	1868.5	142.90643	1953.0	1621.0	27.25	47.198383	109.0	0.0	1000.0	184.0365	33.463657	193.00635	-38.939873	636000	3.1232833e-08	487.15256	-0.008393012	-350.28168	0.025723696	0.012905427	0.139	4.0	1146.1159031391144
159	1806.0	248.93272	1958.0	1375.0	4.75	8.2272415	19.0	0.0	945.5	189.41263	12.972435	192.15053	61.249355	640000	1.3947487e-08	1152.9454	-0.0031045405	-161.52374	0.025699979	0.012134655	0.111	1.0	1149.1209769248962
160	1666.0	489.60852	1954.0	818.0	7.25	12.557368	29.0	0.0	878.25	184.37056	19.902836	187.35922	-18.746813	644000	1.1920928e-08	534.73926	0.00023329812	-414.33136	0.025709506	0.015121222	0.15825	1.0	1152.0634562969208
161	1794.75	180.919	1949.0	1496.0	20.25	17.977417	48.0	0.0	962.5	173.3569	47.791817	192.08542	-57.194855	648000	-3.1769275e-08	898.22723	-0.0018743102	-590.666	0.025759935	0.015075118	0.2135	2.0	1154.9916152954102
162	1938.75	5.3091903	1945.0	1931.0	1.0	1.7320508	4.0	0.0	1000.0	188.30824	10.624114	191.84698	103.57273	652000	1.502037e-08	142.2304	-0.004864784	-128.50323	0.025816921	0.012843767	0.1495	3.0	1209.0919671058655
163	1924.0	45.64537	1953.0	1845.0	9.0	15.588457	36.0	0.0	1000.0	193.94113	4.2559257	196.20439	135.86475	656000	-3.3378602e-09	233.69983	-0.030531641	-74.56894	0.025449993	0.010336849	0.1145	79.0	1212.925062417984
164	1944.0	5.3851647	1951.0	1937.0	0.0	0.0	0.0	0.0	1000.0	191.72385	2.0065994	192.44556	169.50145	660000	3.7193296e-08	10.806994	-0.028657313	-9.076891	0.015814185	0.009034369	0.0995	79.0	1216.7803115844727
165	1952.25	4.145781	1956.0	1946.0	0.0	0.0	0.0	0.0	1000.0	194.15347	0.68179005	194.2605	179.6249	664000	-4.5776368e-08	2.647123	-0.009809501	-0.7483413	0.001645565	0.0133601	0.14725	16.0	1220.0851166248322
166	1547.75	693.8596	1954.0	346.0	1.0	1.7320508	4.0	0.0	809.5	194.70657	3.2874947	194.96094	101.010216	668000	-1.990795e-08	1092.389	-0.0058071404	-173.24481	-0.0030010939	0.016487535	0.18175	1.0	1223.5699253082275
167	1943.5	6.8007355	1952.0	1935.0	0.0	0.0	0.0	0.0	1000.0	187.37709	4.8429856	189.73079	147.92245	672000	-7.2956084e-08	67.35094	0.010120653	-53.537186	-0.0032724147	0.01585745	0.22275	3.0	1226.5819003582
168	1949.0	7.905694	1962.0	1941.0	0.0	0.0	0.0	0.0	1000.0	193.43095	1.0825684	193.70715	178.85794	676000	-3.6954875e-09	5.036012	0.010507941	-1.9695241	-0.0040696864	0.026400898	0.244	1.0	1229.5678615570068
169	1850.5	174.66039	1953.0	1548.0	4.0	6.928203	16.0	0.0	967.75	189.34296	22.515078	194.88661	43.229107	680000	3.5762815e-10	1067.7653	0.005546993	-738.5482	-0.004361391	0.018071204	0.258	1.0	1232.5861277580261
170	1638.25	544.59955	1959.0	695.0	1.25	2.1650636	5.0	0.0	853.0	187.15327	27.640364	191.80972	-114.9593	684000	5.00679e-09	248.31235	0.006092134	-190.58276	-0.0046150684	0.017001547	0.2435	1.0	1235.7260148525238
171	1923.5	23.070543	1943.0	1886.0	8.0	9.055386	22.0	0.0	1000.0	183.57281	34.105003	194.08472	-37.61102	688000	2.6285647e-08	554.9048	0.010259938	-485.97775	-0.0048927073	0.028247379	0.265	1.0	1238.7430028915405
172	1687.5	465.0766	1963.0	882.0	1.5	2.598076	6.0	0.0	878.25	190.15126	5.387763	192.20992	105.973114	692000	-2.5451182e-08	1103.0518	0.0046690777	-97.65344	-0.0051693916	0.01769272	0.2155	1.0	1241.8498768806458
173	1957.25	7.9490566	1969.0	1949.0	0.0	0.0	0.0	0.0	1000.0	186.53227	7.9958935	188.44756	94.46498	696000	2.7418135e-08	200.31584	-0.00045823358	-74.577705	-0.005398869	0.014920967	0.16425	4.0	1244.9656863212585
174	1831.75	214.22696	1966.0	1461.0	15.0	25.980762	60.0	0.0	973.25	188.82864	20.465605	192.84917	-13.315488	700000	-2.4735929e-08	825.70636	-0.02678157	-699.9293	-0.006192326	0.008131773	0.0785	79.0	1315.9007108211517
175	1954.0	7.648529	1960.0	1941.0	0.0	0.0	0.0	0.0	1000.0	191.00218	4.5605726	192.10356	93.95943	704000	4.982948e-08	36.462715	-0.0071286694	-32.92664	-0.010659934	0.016094992	0.15725	8.0	1318.898901462555
176	1927.0	53.37134	1966.0	1835.0	9.0	15.588457	36.0	0.0	1000.0	190.90965	15.495052	195.12492	83.30501	708000	5.7816507e-09	208.26405	-0.029167948	-188.93127	-0.011819243	0.012001536	0.13075	73.0	1322.6070311069489
177	1937.25	39.5814	1966.0	1869.0	7.25	12.557368	29.0	0.0	1000.0	190.53355	23.374474	194.93762	-26.575472	712000	-3.0875206e-08	279.77652	-0.015112954	-262.6041	-0.039046764	0.013914071	0.15625	14.0	1325.719821214676
178	1749.0	342.99927	1956.0	1155.0	1.75	2.046338	5.0	0.0	913.75	192.18753	20.470205	195.29114	-50.479515	716000	2.6941299e-08	1270.2847	-0.029170712	-799.8602	-0.04422879	0.009967452	0.07075	79.0	1329.7440989017487
179	1836.5	126.00496	1955.0	1640.0	15.75	19.954636	50.0	0.0	975.25	175.55457	40.781624	191.79303	-63.579426	720000	3.0756e-08	1045.2471	-0.01743076	-341.16858	-0.050564885	0.012349185	0.11025	14.0	1332.8788242340088
180	1957.0	3.082207	1960.0	1952.0	0.0	0.0	0.0	0.0	1000.0	187.74094	8.618435	194.56708	111.32008	724000	-2.0623208e-08	123.115974	-0.024195293	-113.04759	-0.05270565	0.008932605	0.09025	79.0	1337.0281596183777
181	1946.5	19.81792	1963.0	1913.0	2.75	4.7631397	11.0	0.0	1000.0	194.93965	3.7946646	197.93079	114.92047	728000	-4.863739e-08	24.20259	-0.025361346	-7.460085	-0.08746027	0.009135933	0.11225	79.0	1341.0038080215454
182	1951.75	3.112475	1957.0	1949.0	0.0	0.0	0.0	0.0	1000.0	195.15782	0.6701408	197.21301	190.45312	732000	-3.242493e-08	2.3642404	-0.02170671	-0.12865329	-0.11117303	0.005491642	0.06575	79.0	1344.8526396751404
183	1931.75	36.588078	1961.0	1869.0	8.25	14.289419	33.0	0.0	1000.0	193.48337	9.10438	196.29741	117.026085	736000	-2.1874905e-08	95.73684	-0.014776842	-39.954517	-0.112942696	0.018671423	0.167	10.0	1348.1266260147095
184	1624.75	567.3973	1955.0	642.0	5.5	9.526279	22.0	0.0	854.25	191.70802	18.261757	194.85739	-35.199547	740000	2.7239322e-08	704.0365	-0.0020690553	-610.8062	-0.11348914	0.012001751	0.12675	2.0	1351.2445495128632
185	1959.25	5.7608595	1965.0	1953.0	0.0	0.0	0.0	0.0	1000.0	190.9531	11.329749	195.87733	109.77546	744000	-1.129508e-08	146.52171	-0.018857911	-144.8743	-0.11360217	0.0066324626	0.0755	79.0	1355.29217004776
186	1953.25	4.7631397	1961.0	1948.0	0.0	0.0	0.0	0.0	1000.0	194.3094	8.734252	196.77913	68.32539	748000	-1.2159347e-08	73.89497	-0.021434868	-71.33444	-0.1262473	0.009771412	0.089	79.0	1359.1329462528229
187	1954.5	5.8523498	1961.0	1945.0	0.5	0.8660254	2.0	0.0	1000.0	194.97723	5.2647057	197.34706	104.00374	752000	-9.298324e-09	22.510164	-0.017929828	-20.077772	-0.13913012	0.012748642	0.11675	41.0	1429.4915721416473
188	1952.75	4.205651	1959.0	1948.0	0.0	0.0	0.0	0.0	1000.0	195.53398	0.19479534	197.2243	193.9162	756000	-4.196167e-08	1.4728948	-0.027276853	-0.10562515	-0.15224351	0.008766199	0.10025	79.0	1433.3911697864532
189	1954.5	9.394147	1964.0	1939.0	1.5	2.598076	6.0	0.0	1000.0	194.95322	1.9783709	196.25214	153.86269	760000	1.4781952e-08	4.9173155	-0.021906033	-1.912075	-0.17617846	0.012537544	0.10375	21.0	1436.6430275440216
190	1867.75	148.28583	1957.0	1611.0	2.75	2.772634	6.0	0.0	970.5	194.3071	8.819595	197.24373	61.504646	764000	-1.3589859e-08	1219.0005	-0.019666387	-263.3379	-0.17883912	0.0062567177	0.11975	79.0	1440.5986614227295
191	1959.75	7.084314	1971.0	1952.0	0.0	0.0	0.0	0.0	1000.0	188.48146	6.1161237	190.41685	37.58905	768000	4.5061114e-08	85.19651	-0.0054944092	-81.99606	-0.18472613	0.012109091	0.1	11.0	1443.848985671997
192	1603.5	629.6366	1977.0	513.0	6.5	11.25833	26.0	0.0	838.5	192.3885	26.01672	195.68047	-76.65994	772000	4.9591065e-08	607.78076	-0.006013887	-527.48395	-0.18628623	0.021692121	0.21725	2.0	1446.8740854263306
193	1954.0	6.363961	1960.0	1944.0	0.0	0.0	0.0	0.0	1000.0	189.22629	31.35617	195.8701	-83.13338	776000	-1.3113022e-08	335.86722	-0.0007066242	-142.25995	-0.1865294	0.02449502	0.3155	4.0	1449.9980154037476
194	1956.75	9.679231	1968.0	1942.0	0.0	0.0	0.0	0.0	1000.0	189.46954	17.215284	194.56403	19.739212	780000	-1.4215709e-08	321.1747	-0.0031478424	-313.6511	-0.18727757	0.013094509	0.1325	5.0	1453.052218914032
195	1965.25	1.7853571	1968.0	1963.0	0.0	0.0	0.0	0.0	1000.0	195.74362	0.9909605	196.32423	181.05664	784000	5.066395e-08	3.172059	-0.021586785	-1.1135397	-0.18844928	0.0045408322	0.061	79.0	1457.0172410011292
196	1961.25	3.8324275	1966.0	1957.0	0.0	0.0	0.0	0.0	1000.0	196.3873	0.7945377	196.70836	189.21397	788000	3.9696694e-08	1.6367362	-0.026723951	-0.21975267	-0.19972381	0.012026786	0.1385	76.0	1461.052984714508
197	1938.25	26.176086	1956.0	1893.0	4.75	8.2272415	19.0	0.0	1000.0	193.56213	14.145336	196.31267	21.852367	792000	-1.835823e-08	118.78885	-0.008881901	-109.19408	-0.21671823	0.013260336	0.1725	5.0	1464.2551004886627
198	1955.75	7.3950996	1961.0	1943.0	0.0	0.0	0.0	0.0	1000.0	195.14868	0.64706784	195.32823	188.3085	796000	3.576279e-08	1.8357317	-0.024272814	-0.16564763	-0.21693921	0.004178265	0.089	79.0	1468.8649361133575
199	1961.5	6.1846585	1967.0	1951.0	0.0	0.0	0.0	0.0	1000.0	195.53987	0.43379825	195.64948	190.66338	800000	4.9114227e-08	2.1867568	-0.025710687	-0.26225972	-0.2314484	0.005957439	0.08475	79.0	1539.6588332653046
200	1959.25	3.6314597	1965.0	1955.0	0.0	0.0	0.0	0.0	1000.0	196.06628	0.22009318	196.09392	190.65047	804000	1.835823e-08	1.96775	-0.023480028	-0.059751987	-0.22460936	0.004907917	0.0665	79.0	1543.6071865558624
201	1861.0	171.50948	1965.0	1564.0	6.5	11.25833	26.0	0.0	974.0	195.235	3.8200366	195.87434	123.68527	808000	3.5405158e-08	1268.4192	-0.0054921745	-977.9691	-0.24985643	0.013062737	0.17775	2.0	1546.674201965332
202	1966.75	5.402546	1975.0	1961.0	0.0	0.0	0.0	0.0	1000.0	191.94063	2.17097	192.29424	154.30745	812000	-4.4345857e-08	24.227816	-0.014935265	-21.74424	-0.25012302	0.012128925	0.12225	34.0	1550.023874282837
203	1963.25	2.6809514	1966.0	1959.0	0.0	0.0	0.0	0.0	1000.0	195.02422	8.805769	196.29106	80.70897	816000	-2.82526e-08	79.808365	-0.01566605	-77.32404	-0.26470044	0.01202892	0.07625	47.0	1553.3993971347809
204	1957.75	14.306904	1974.0	1939.0	2.0	3.4641016	8.0	0.0	1000.0	193.29572	13.067064	196.34738	71.85762	820000	1.01923945e-08	184.78886	-0.023004318	-171.62857	-0.27691483	0.012030844	0.12275	36.0	1556.8580238819122
205	1963.75	5.3560715	1969.0	1955.0	0.0	0.0	0.0	0.0	1000.0	195.99883	0.12645657	196.00493	190.71892	824000	-2.3066997e-08	1.3916701	-0.019131962	-0.11930275	-0.28858277	0.014648966	0.1255	53.0	1560.5436635017395
206	1960.75	5.9319053	1966.0	1951.0	0.0	0.0	0.0	0.0	1000.0	196.33432	0.16475524	196.34148	189.67107	828000	-3.0994414e-08	1.6778353	0.006191327	-0.057988048	-0.3122268	0.019199127	0.24275	1.0	1563.5404324531555
207	1960.0	7.7136245	1968.0	1950.0	0.0	0.0	0.0	0.0	1000.0	196.10544	0.111389145	196.10925	189.16698	832000	-1.4215708e-08	1.9686462	0.008892369	-0.0026006699	-0.31247953	0.015746176	0.27975	1.0	1566.5708665847778
208	1968.75	3.112475	1974.0	1966.0	0.0	0.0	0.0	0.0	1000.0	196.06403	0.038412135	196.06654	193.9005	836000	3.9696694e-08	1.896817	0.002685573	-0.42776024	-0.3127291	0.012533535	0.1255	7.0	1569.6366832256317
209	1960.25	7.2586155	1968.0	1949.0	0.0	0.0	0.0	0.0	1000.0	196.69864	0.31876448	196.7105	181.431	840000	2.9325486e-08	2.4777908	-0.0007620114	-0.49970734	-0.31483078	0.012205591	0.136	6.0	1572.6682980060577
210	1971.0	4.3011627	1977.0	1965.0	0.0	0.0	0.0	0.0	1000.0	196.0206	0.072982736	196.02284	192.01686	844000	-5.76973e-08	2.4142163	0.008630966	-1.0520008	-0.31774998	0.01533376	0.19775	1.0	1575.6812536716461
211	1956.75	18.632969	1971.0	1925.0	2.0	3.4641016	8.0	0.0	1000.0	196.86853	1.895546	197.03561	131.39218	848000	4.768372e-09	15.471924	0.0012122422	-4.0867586	-0.3183103	0.013265089	0.1765	4.0	1578.7308404445648
212	1953.75	16.13033	1965.0	1926.0	3.0	5.196152	12.0	0.0	1000.0	195.72237	0.73878646	195.78094	176.02655	852000	5.2630902e-08	13.38845	-0.020423591	-0.9773588	-0.31962305	0.0035670074	0.076	79.0	1649.4930136203766
213	1966.0	6.0	1972.0	1956.0	0.0	0.0	0.0	0.0	1000.0	195.8804	0.46912992	195.90735	181.0597	856000	5.6266785e-08	2.2325995	-0.024481572	-0.35683632	-0.32548758	0.008067072	0.086	79.0	1653.4276571273804
214	1967.75	1.9202864	1970.0	1965.0	0.0	0.0	0.0	0.0	1000.0	196.41876	0.11068217	196.61255	191.83603	860000	9.536745e-10	1.2043047	-0.01808108	-0.09826052	-0.3473258	0.012228516	0.114	32.0	1656.930908203125
