Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
215	1491.25	804.7258	1977.0	98.0	4.75	6.1390147	15.0	0.0	776.25	195.12325	14.9922905	196.73334	5.8525434	864000	1.7732383e-08	1094.6398	-0.00029721393	-219.08978	-0.36640283	0.01587014	0.30675	2.0	1659.9703042507172
216	1918.5	68.64583	1970.0	1802.0	16.75	22.62051	55.0	0.0	1000.0	190.44997	9.234096	192.24188	69.36079	868000	-2.9325486e-08	124.51914	-0.024220563	-89.103516	-0.36721656	0.012190107	0.06375	12.0	1663.1847605705261
217	1969.5	3.5707142	1974.0	1966.0	0.0	0.0	0.0	0.0	1000.0	194.85526	0.68731886	195.00119	181.85547	872000	-7.7486035e-08	4.9754357	-0.022402033	-3.7124996	-0.36772653	0.009782618	0.08725	79.0	1667.0586349964142
218	1946.0	26.286879	1977.0	1905.0	6.0	7.3484693	18.0	0.0	1000.0	195.34888	7.318831	196.72066	66.58651	876000	-1.2814999e-08	33.83656	-0.0019516824	-22.628319	-0.38512987	0.014025322	0.18975	2.0	1670.0307540893555
219	1844.75	198.52754	1967.0	1501.0	3.75	6.4951906	15.0	0.0	959.75	191.88046	14.953642	195.94855	65.6881	880000	-9.775162e-09	550.8656	-0.034759864	-448.51587	-0.38541263	0.008720869	0.08725	79.0	1673.848774433136
220	1968.5	4.2720017	1974.0	1963.0	0.0	0.0	0.0	0.0	1000.0	195.95497	0.24908927	196.02405	192.71176	884000	3.814697e-09	2.3346362	-0.015892036	-0.5672426	-0.3904295	0.014773475	0.21875	71.0	1677.542706489563
221	1968.0	6.9641943	1977.0	1958.0	1.0	1.7320508	4.0	0.0	1000.0	196.65282	0.47376546	196.74835	188.31166	888000	2.3722649e-08	4.145635	-0.029689895	-0.3183477	-0.39297682	0.0121752	0.103	78.0	1681.4013004302979
222	1970.25	6.2998013	1980.0	1963.0	0.0	0.0	0.0	0.0	1000.0	196.8261	0.4399039	196.91684	190.15608	892000	2.6226041e-09	2.0112808	-0.026451612	-0.15363133	-0.39290136	0.0058947643	0.08575	79.0	1685.3922533988953
223	1971.75	3.6314597	1976.0	1966.0	0.0	0.0	0.0	0.0	1000.0	196.92119	0.16995536	196.94635	192.411	896000	3.2782555e-08	1.0320988	-0.007501091	-0.037508428	-0.42253911	0.01231939	0.106	7.0	1688.5920629501343
224	1977.0	8.215838	1989.0	1968.0	0.0	0.0	0.0	0.0	1000.0	197.07347	0.1073197	197.08884	195.74437	900000	-4.7326086e-08	1.6855711	-0.01579647	-0.30265117	-0.4236865	0.012920189	0.17	32.0	1758.8567819595337
225	1967.0	4.690416	1971.0	1959.0	0.75	1.299038	3.0	0.0	1000.0	197.53659	0.72281647	197.6408	182.41002	904000	-3.409386e-08	3.8775434	-0.024799926	-1.0100214	-0.4222004	0.006541729	0.08525	79.0	1762.6745071411133
226	1974.75	4.8669806	1982.0	1969.0	0.0	0.0	0.0	0.0	1000.0	196.71176	0.18770844	196.73412	193.08252	908000	6.484986e-08	1.4919509	-0.014464499	-0.5979321	-0.42439747	0.012755464	0.099	16.0	1765.8138003349304
227	1969.0	1.5811388	1971.0	1967.0	0.0	0.0	0.0	0.0	1000.0	197.47702	0.2700309	197.50731	191.23486	912000	3.8504602e-08	1.9018394	-0.002352848	-0.4351195	-0.4262542	0.016265158	0.203	5.0	1768.787148475647
228	1971.5	2.1794496	1975.0	1969.0	0.0	0.0	0.0	0.0	1000.0	196.84663	0.12735918	196.85582	193.3698	916000	4.3451784e-08	1.3454789	-0.00046791337	-0.099081874	-0.42562252	0.012197094	0.14275	11.0	1771.835112810135
229	1967.0	5.2440443	1973.0	1959.0	1.25	2.1650636	5.0	0.0	1000.0	197.0869	0.6645862	197.16678	175.83481	920000	-2.026558e-08	4.6129737	-0.026516246	-0.55679846	-0.4279102	0.01058935	0.1425	79.0	1775.6616425514221
230	1957.25	17.55527	1970.0	1927.0	4.5	6.689544	16.0	0.0	1000.0	196.495	2.2523153	196.88579	161.73518	924000	-1.8060208e-08	35.67518	-0.018714204	-4.0854034	-0.4523225	0.012725935	0.1515	46.0	1779.0868928432465
231	1974.5	3.2015622	1979.0	1971.0	0.0	0.0	0.0	0.0	1000.0	195.60274	0.29537764	195.63036	188.49751	928000	-2.4437904e-08	4.168672	-0.021997984	-2.4981985	-0.45539817	0.012332104	0.13	43.0	1782.4906332492828
232	1974.25	5.8040934	1983.0	1969.0	0.0	0.0	0.0	0.0	1000.0	197.1682	0.36408126	197.20044	185.53342	932000	4.7683706e-09	1.5606648	-0.014492232	-0.079600215	-0.45822516	0.012407773	0.17975	22.0	1786.310091495514
233	1973.0	3.2403703	1977.0	1968.0	0.0	0.0	0.0	0.0	1000.0	197.39124	0.22799394	197.40984	190.00616	936000	9.536743e-10	1.1303916	0.008600062	-0.040503383	-0.4604478	0.018735414	0.26575	3.0	1789.249740600586
234	1973.75	13.329947	1985.0	1951.0	1.75	3.0310888	7.0	0.0	1000.0	197.1081	1.5013511	197.30405	160.9981	940000	-9.775162e-09	7.8276954	-0.023920728	-1.0718374	-0.4610134	0.007882969	0.099	79.0	1793.0937883853912
235	1967.25	10.89438	1978.0	1950.0	1.5	2.598076	6.0	0.0	1000.0	196.86618	4.2593246	197.35582	128.45746	944000	1.5616418e-08	24.414886	-0.025816169	-16.975212	-0.47984308	0.012240733	0.109	39.0	1796.5193238258362
236	1980.25	1.9202864	1983.0	1978.0	0.0	0.0	0.0	0.0	1000.0	196.55994	2.1524317	196.92743	160.12958	948000	4.4345853e-08	6.511357	-0.020335283	-5.449025	-0.4883752	0.012693989	0.1155	63.0	1800.0680801868439
237	1976.25	6.417749	1986.0	1968.0	0.0	0.0	0.0	0.0	1000.0	197.91066	0.1560662	197.93178	194.97865	952000	-1.9550324e-08	1.2488792	-0.004410185	-0.070679665	-0.5123282	0.01853704	0.158	5.0	1870.0307159423828
238	1977.75	2.772634	1980.0	1973.0	0.0	0.0	0.0	0.0	1000.0	197.67851	0.15207349	197.70323	195.71518	956000	-2.1338463e-08	1.3522183	0.0026841164	-0.0012402534	-0.5137405	0.01990292	0.22325	3.0	1873.1277749538422
239	1918.0	98.97222	1983.0	1747.0	19.0	32.908966	76.0	0.0	1000.0	195.76303	16.240625	199.82678	-2.275749	960000	-2.2262336e-08	210.11542	-0.0017731057	-141.92865	-0.5145455	0.017449157	0.2395	1.0	1876.1897945404053
240	1407.8	747.74554	1987.0	136.0	2.0	2.529822	6.0	0.0	734.4	195.81894	6.2103925	196.91214	107.54487	964000	3.576279e-08	2222.4656	0.0020029568	-466.86877	-0.5148162	0.015446761	0.214	2.0	1879.1294267177582
241	1974.0	2.9154758	1976.0	1969.0	0.0	0.0	0.0	0.0	1000.0	185.88762	6.2876716	188.22575	10.6313095	968000	1.2874603e-08	152.4613	-0.007437437	-148.53111	-0.5152692	0.015277534	0.15925	8.0	1882.114588022232
242	1970.0	14.4048605	1983.0	1946.0	2.25	3.8971143	9.0	0.0	1000.0	196.22028	3.5765002	196.41379	63.29712	972000	4.6253206e-08	18.009659	-0.015790306	-6.889267	-0.51750934	0.012702337	0.12425	56.0	1885.6251392364502
243	1975.25	3.344772	1979.0	1971.0	0.0	0.0	0.0	0.0	1000.0	196.95926	0.24359842	196.98561	189.02266	976000	4.6730044e-08	1.4780188	-0.013885366	-0.15735376	-0.52329534	0.012081575	0.1425	16.0	1888.7077252864838
244	1978.5	3.2015622	1983.0	1974.0	0.0	0.0	0.0	0.0	1000.0	197.33554	0.32158124	197.36942	184.25801	980000	1.2636185e-08	1.3765478	0.0037730676	-0.17639649	-0.52617407	0.019283922	0.25725	4.0	1891.664476633072
245	1978.25	8.84237	1987.0	1964.0	0.0	0.0	0.0	0.0	1000.0	197.70885	0.4110018	197.7717	188.61313	984000	-3.242493e-08	1.6444156	0.024712611	-0.024140954	-0.5273169	0.032216042	0.378	1.0	1894.6759922504425
246	1978.75	4.145781	1983.0	1972.0	0.0	0.0	0.0	0.0	1000.0	197.79959	0.24789777	197.83292	194.71306	988000	2.5987624e-08	0.97663224	0.038076535	-0.007291734	-0.5276752	0.04239722	0.40075	1.0	1897.7007570266724
247	1954.0	34.705906	1977.0	1894.0	5.75	9.959292	23.0	0.0	1000.0	197.00285	6.336968	197.88637	103.42884	992000	7.3909763e-09	37.103195	0.007239648	-16.4327	-0.5280896	0.027412185	0.26425	1.0	1900.6255943775177
248	1948.5	40.819725	1975.0	1878.0	6.75	11.691343	27.0	0.0	1000.0	194.11601	7.8891435	196.68733	123.755264	996000	3.4749508e-08	99.87621	0.008792306	-66.70854	-0.52850443	0.018380653	0.215	1.0	1903.5281734466553
249	1894.0	136.31398	1979.0	1658.0	1.25	2.1650636	5.0	0.0	974.5	195.33507	6.492225	195.88164	-0.69850504	1000000	-1.9997358e-08	1062.2878	3.0474159e-05	-123.85193	-0.528863	0.022055283	0.19375	2.0	1934.9610197544098
250	1141.8334	711.4624	1965.0	345.0	21.666666	23.527761	70.0	0.0	649.6667	182.29378	26.555527	194.21397	18.791296	1004000	4.285574e-08	4017.5332	-0.009862347	-2784.5347	-0.5295667	0.013121065	0.13275	4.0	1937.9083411693573
251	1045.1666	518.3768	1973.0	472.0	22.666666	24.410835	74.0	0.0	606.0	136.58011	72.02063	189.07727	-100.06139	1008000	-1.6212462e-08	3122.8884	-0.01372872	-2062.8552	-0.5305549	0.012210411	0.13975	9.0	1940.913676738739
252	775.1429	352.17017	1215.0	86.0	38.714287	16.58497	55.0	6.0	503.42856	148.40446	51.31407	186.78612	-65.36188	1012000	1.7046927e-08	3710.7512	-0.013425164	-1682.918	-0.5316868	0.013433939	0.1545	14.0	1943.9729375839233
253	556.5	311.06985	1239.0	139.0	18.2	17.876242	51.0	4.0	360.9	132.4126	67.72164	183.78496	-67.31287	1016000	1.1920953e-10	3088.6711	0.010521857	-1038.0347	-0.5328088	0.02622875	0.27725	1.0	1946.9398720264435
254	818.4286	580.5022	1927.0	140.0	38.714287	44.534782	119.0	5.0	517.8571	122.93474	61.778828	176.9722	-71.778336	1020000	-3.9458275e-08	2105.7324	-0.0019111632	-770.8124	-0.53284454	0.023641482	0.2415	3.0	1949.9663965702057
255	1379.4	669.2953	1972.0	337.0	19.0	11.454257	36.0	0.0	751.2	151.82077	50.33221	188.50613	-66.97463	1024000	5.4121017e-08	1978.4471	-0.014039124	-1312.831	-0.53287065	0.014397596	0.1955	37.0	1953.360095500946
256	793.125	686.5436	1930.0	40.0	16.75	12.090802	43.0	4.0	466.375	157.86273	64.44886	194.32661	-67.42706	1028000	3.3855436e-08	1862.9619	0.0014787775	-377.05176	-0.534585	0.01941867	0.19175	3.0	1956.3935947418213
257	765.125	658.07416	1973.0	148.0	18.75	13.207479	39.0	0.0	462.875	152.30144	54.79923	187.13646	-90.91388	1032000	-1.9550324e-08	2621.7358	0.006407353	-697.10657	-0.53478146	0.013590071	0.12075	1.0	1959.340413093567
258	548.7	509.48212	1814.0	-32.0	33.4	20.751867	69.0	6.0	374.9	112.5678	73.62797	184.58324	-74.689995	1036000	-9.298324e-09	2622.4756	-0.0030923998	-662.4646	-0.534782	0.012146768	0.143	7.0	1962.36722946167
259	1416.0	536.0668	1961.0	554.0	32.0	38.920433	108.0	1.0	792.2	139.94263	44.001583	176.72403	-70.43344	1040000	-1.192093e-08	2253.0005	-0.01799025	-1139.328	-0.5350967	0.0133034475	0.1115	14.0	1965.4524626731873
260	1357.0	374.09222	1974.0	998.0	37.5	22.743132	58.0	0.0	784.25	161.17247	50.095757	187.45917	-72.29415	1044000	2.2590159e-08	1396.4012	-0.03641764	-442.96002	-0.5357388	0.009507584	0.11325	79.0	1969.3626070022583
261	1324.0	597.3719	1910.0	267.0	38.8	21.103554	73.0	14.0	766.8	155.94328	52.518173	187.09084	-78.65784	1048000	1.7166139e-08	1279.0472	-0.016193228	-452.27435	-0.5428138	0.012102459	0.1515	10.0	1972.4537150859833
262	1607.75	603.4506	1977.0	563.0	5.0	6.5574384	16.0	0.0	835.75	175.54105	27.978659	191.11465	15.725197	1052000	-3.170967e-08	1167.99	-0.009999393	-436.1408	-0.54265445	0.012749257	0.16975	7.0	1991.8592865467072
263	1889.25	88.30451	1968.0	1747.0	14.5	11.715375	27.0	0.0	995.25	176.97346	32.21508	194.3117	-82.260185	1056000	-1.3113031e-09	514.47577	-0.011929338	-225.6247	-0.5418633	0.015014431	0.1675	8.0	1994.8511610031128
264	1360.2	568.7915	1938.0	639.0	33.6	32.053707	78.0	4.0	773.2	180.11409	39.0015	195.96436	-90.713066	1060000	9.417533e-09	2929.9648	-0.023016874	-2031.3228	-0.54075146	0.013099591	0.1995	47.0	1998.2530097961426
265	1568.0	662.83673	1957.0	420.0	13.75	18.978607	46.0	0.0	832.75	165.16391	52.613197	190.54056	-94.013245	1064000	-2.3305414e-08	1061.4454	-0.0075682392	-615.08923	-0.53371346	0.013954128	0.15475	10.0	2001.2727088928223
266	1420.75	534.93945	1977.0	832.0	15.0	15.827191	41.0	0.0	769.75	189.16866	20.5565	196.0702	-32.43634	1068000	7.1525563e-10	1604.2189	-0.019024454	-484.61023	-0.53540236	0.01208822	0.107	18.0	2004.3680272102356
267	1121.2	777.2131	1976.0	-80.0	4.6	5.1224995	14.0	0.0	606.6	173.7548	37.92951	190.01065	-65.70422	1072000	-3.0636787e-08	806.96906	-0.011405348	-255.56903	-0.5359584	0.0132049145	0.1075	7.0	2007.3933789730072
268	1452.6	633.9125	1977.0	451.0	8.6	7.9397736	21.0	0.0	769.8	169.84425	55.126125	194.5102	-72.26009	1076000	4.6372413e-08	1012.1275	-0.002025424	-679.26306	-0.5357461	0.012679396	0.1525	2.0	2010.3958559036255
269	1923.75	83.151596	1980.0	1780.0	15.0	25.980762	60.0	0.0	1000.0	183.9677	29.9227	196.02574	-37.745266	1080000	1.34706495e-08	394.8644	-0.010632786	-361.6493	-0.5358735	0.01241382	0.12275	7.0	2013.3502554893494
270	1087.5	813.6477	1974.0	236.0	22.833334	20.610811	55.0	0.0	614.0	183.15529	36.560635	197.78835	-78.4431	1084000	5.8412564e-09	2321.0474	-0.007455168	-733.4968	-0.5361167	0.01770271	0.1945	2.0	2016.3744328022003
271	1212.6666	738.2025	1959.0	383.0	11.5	17.89553	51.0	0.0	661.5	172.7564	39.210827	187.17082	-80.85514	1088000	2.4318695e-08	1592.2018	-0.017787438	-452.36816	-0.53618526	0.012264865	0.1285	12.0	2019.449523448944
272	1830.0	238.50891	1974.0	1417.0	15.25	26.413774	61.0	0.0	967.0	175.72818	33.15378	187.54552	-33.10412	1092000	-7.927418e-09	419.46713	-0.02024819	-272.27875	-0.5347012	0.012366802	0.134	18.0	2023.3325912952423
273	1945.25	36.12738	1972.0	1883.0	6.0	10.392304	24.0	0.0	1000.0	186.26193	24.180424	196.36395	-40.54231	1096000	2.7179718e-08	555.30115	-0.019748224	-517.79236	-0.53062207	0.0127316285	0.127	22.0	2026.4751224517822
274	1609.75	608.42017	1970.0	556.0	10.5	14.43087	35.0	0.0	845.75	191.77968	25.879108	197.28165	-68.00933	1100000	1.8596648e-08	604.34204	-0.022500165	-520.6542	-0.5358057	0.012460747	0.113	41.0	2081.6042976379395
275	1468.8	647.27655	1983.0	363.0	3.0	2.0976176	5.0	0.0	772.0	187.89883	30.389706	197.25575	-62.91343	1104000	1.6212464e-08	1888.5597	-0.014891216	-547.6681	-0.5391088	0.013238896	0.137	12.0	2084.624167203903
276	1469.6	631.1464	1968.0	399.0	18.8	26.873034	72.0	0.0	797.8	173.83707	40.048447	189.85466	-89.46348	1108000	-5.6028373e-09	1152.5532	-0.018745204	-584.5161	-0.53721243	0.012946039	0.13225	16.0	2087.7362852096558
277	1923.75	71.994354	1978.0	1800.0	14.0	24.24871	56.0	0.0	1000.0	177.43025	33.91295	190.03143	-59.526627	1112000	-2.5629998e-08	678.4165	-0.024679754	-629.2993	-0.5335188	0.012301193	0.10275	37.0	2091.1218633651733
278	1970.5	1.118034	1972.0	1969.0	0.0	0.0	0.0	0.0	1000.0	193.86972	4.203267	196.55666	123.10423	1116000	-6.318092e-08	25.369347	-0.021653485	-20.024817	-0.5473266	0.012806492	0.17025	63.0	2094.831388950348
279	1198.0	736.87585	1966.0	322.0	25.0	23.554193	63.0	0.0	678.6	181.07372	46.386185	198.85262	-81.14824	1120000	-1.335144e-08	1656.0413	-0.025469547	-1332.0192	-0.5635657	0.012296982	0.11825	22.0	2098.2431852817535
280	1540.25	526.0425	1975.0	683.0	22.75	32.84338	79.0	0.0	840.5	186.4493	38.11314	196.15561	-79.99499	1124000	2.658367e-08	1387.4391	-0.024202345	-642.26807	-0.56290674	0.01207793	0.1195	22.0	2101.52872300148
281	1801.25	292.8928	1977.0	1294.0	16.25	28.145826	65.0	0.0	952.25	166.77153	57.566242	192.78398	-110.60008	1128000	-4.220009e-08	875.48456	-0.026213007	-532.8335	-0.55900145	0.012910035	0.117	49.0	2105.045248270035
282	1335.4	717.19073	1975.0	415.0	24.4	20.722933	61.0	0.0	736.2	168.1754	61.451653	196.56871	-89.98283	1132000	1.8060208e-08	1109.224	-0.0035952583	-695.69525	-0.5674282	0.019438153	0.231	9.0	2108.2235746383667
283	1695.25	425.45645	1966.0	959.0	12.75	8.699857	24.0	0.0	894.5	183.18802	34.624542	196.40092	-72.34658	1136000	1.2516976e-08	256.89764	0.004131544	-172.73863	-0.5692201	0.019077443	0.2135	1.0	2111.2773604393005
284	1737.75	294.50415	1970.0	1249.0	37.0	38.124794	87.0	0.0	954.5	174.52222	61.309387	197.318	-130.0211	1140000	2.6941299e-08	598.16486	0.010385335	-443.53247	-0.56941366	0.017207015	0.21425	1.0	2114.384154319763
285	1974.0	1.8708287	1977.0	1972.0	0.0	0.0	0.0	0.0	1000.0	193.83778	5.259756	196.8103	138.19289	1144000	1.8298625e-08	38.50553	0.0027423578	-29.5063	-0.56956583	0.014765123	0.17575	1.0	2117.4425208568573
286	1969.25	4.205651	1972.0	1962.0	0.0	0.0	0.0	0.0	1000.0	196.50565	3.2981148	198.881	167.47348	1148000	1.37090685e-08	9.782467	0.0023744756	-6.8528314	-0.5697061	0.0147191975	0.1795	1.0	2120.455051422119
287	1625.5	603.0524	1977.0	581.0	3.75	6.4951906	15.0	0.0	842.25	194.5234	11.1070795	198.66809	87.0577	1152000	-1.13248815e-08	776.0964	0.00809288	-524.76013	-0.56986284	0.022703355	0.21725	1.0	2190.364488840103
288	1686.5	409.87466	1980.0	985.0	12.5	17.342146	42.0	0.0	889.75	191.23192	13.747946	195.33583	-30.598867	1156000	7.31945e-08	1235.5153	0.002243861	-237.82294	-0.57004154	0.01890044	0.2165	1.0	2193.412678718567
289	1508.0	470.98248	1978.0	995.0	10.25	10.401322	23.0	0.0	805.25	181.61037	35.91589	190.61275	-78.47681	1160000	2.7418139e-09	1079.8325	0.00084373244	-523.4437	-0.5701767	0.0148486	0.247	2.0	2196.521801710129
290	1475.8	699.5826	1971.0	105.0	17.6	12.076423	34.0	0.0	795.8	174.95544	48.293186	191.7898	-85.97685	1164000	3.9577483e-08	1157.0281	0.0001419275	-353.8772	-0.5704063	0.014898542	0.173	4.0	2199.632706642151
291	1581.75	683.4385	1977.0	398.0	5.0	8.6602545	20.0	0.0	820.75	187.01071	18.736187	194.75386	-31.400713	1168000	-6.067753e-08	608.6973	-0.016568188	-357.27112	-0.5703779	0.012232248	0.142	12.0	2202.6950159072876
292	1687.25	496.09442	1977.0	828.0	6.0	10.392304	24.0	0.0	876.5	186.21872	37.808537	197.63861	-87.389	1172000	-3.5166738e-09	398.6347	0.00013447276	-109.0892	-0.5690865	0.013529444	0.1645	2.0	2205.7222516536713
293	1885.0	140.87584	1967.0	1641.0	3.0	5.196152	12.0	0.0	975.0	183.26584	36.68592	196.50891	-86.7923	1176000	-1.9073487e-09	495.22403	-0.020642547	-327.35992	-0.56885815	0.012108003	0.08975	21.0	2208.8739941120148
294	1973.75	9.417404	1981.0	1958.0	0.75	1.299038	3.0	0.0	1000.0	192.69707	4.4991684	195.72935	102.27348	1180000	5.9604645e-08	41.374187	-0.02707284	-34.556786	-0.569189	0.007392982	0.0875	79.0	2212.7815041542053
295	1758.75	364.77142	1975.0	1127.0	4.0	6.928203	16.0	0.0	911.5	193.61322	26.651182	198.57674	-75.39539	1184000	-5.5551528e-08	461.6908	-0.016154353	-128.63263	-0.58156246	0.012809029	0.11675	12.0	2215.8258304595947
296	1972.25	3.112475	1975.0	1967.0	0.0	0.0	0.0	0.0	1000.0	192.3699	6.5265527	195.36194	75.90389	1188000	-1.1920929e-09	59.48263	-0.021309236	-54.23641	-0.58386236	0.012177117	0.174	56.0	2219.4172496795654
297	1975.0	4.9497476	1982.0	1968.0	0.0	0.0	0.0	0.0	1000.0	197.01721	0.93540335	198.35791	183.47734	1192000	2.658367e-08	2.7412882	-0.018102597	-0.41767192	-0.58004487	0.012741795	0.175	36.0	2222.881078481674
298	1971.5	4.3301272	1977.0	1965.0	0.0	0.0	0.0	0.0	1000.0	194.92152	10.953481	198.66547	27.748081	1196000	8.106232e-09	118.15379	-0.0007272653	-113.17302	-0.59078926	0.020083755	0.25325	1.0	2225.8823223114014
299	1978.25	5.673403	1986.0	1970.0	0.0	0.0	0.0	0.0	1000.0	197.52547	4.20175	199.1264	85.51143	1200000	3.814697e-09	40.450794	0.008400406	-5.0871773	-0.591106	0.014489228	0.24275	1.0	2295.843103647232
300	1973.25	2.8613808	1978.0	1971.0	0.0	0.0	0.0	0.0	1000.0	196.52496	0.6162329	197.5917	193.6149	1204000	5.4836274e-08	3.127765	0.011957633	-0.4724443	-0.5914144	0.012092536	0.16525	1.0	2298.838142633438
301	1972.25	4.205651	1975.0	1965.0	0.0	0.0	0.0	0.0	1000.0	197.09074	0.7785483	198.18895	186.32353	1208000	3.6478042e-08	1.7717332	-0.00023843131	-0.20535171	-0.5917954	0.013942429	0.16675	3.0	2301.839865922928
302	1976.75	5.402546	1983.0	1970.0	0.0	0.0	0.0	0.0	1000.0	197.1125	0.5586001	198.27884	192.0918	1212000	-4.1484835e-08	2.1952326	-0.00036478197	-0.41517997	-0.59277153	0.01902403	0.2095	12.0	2304.867844104767
303	1976.25	3.5619516	1981.0	1971.0	0.0	0.0	0.0	0.0	1000.0	197.71646	0.46617213	198.91998	195.15736	1216000	-4.482269e-08	1.4700459	0.0769059	-0.050034285	-0.5986896	0.03816011	0.39725	2.0	2307.9555728435516
304	1976.5	5.1234756	1981.0	1968.0	0.0	0.0	0.0	0.0	1000.0	197.63516	0.3955296	198.80879	195.65858	1220000	-1.01566314e-07	1.5003061	0.11968391	-0.043987513	-0.59975725	0.035794202	0.41	1.0	2310.8940484523773
305	1971.0	4.2426405	1975.0	1965.0	0.5	0.8660254	2.0	0.0	1000.0	197.26276	1.1638616	198.78883	163.80548	1224000	4.529953e-09	3.8324804	0.031298336	-0.4295938	-0.6003027	0.03646386	0.368	3.0	2313.8372309207916
306	1980.25	4.7631397	1985.0	1973.0	0.0	0.0	0.0	0.0	1000.0	197.09824	0.4573027	198.38138	188.27583	1228000	-3.242493e-08	1.9441496	0.10314056	-0.7203423	-0.6017465	0.029341895	0.36275	1.0	2316.8542506694794
307	1977.0	1.5811388	1979.0	1975.0	0.0	0.0	0.0	0.0	1000.0	197.98375	0.38562116	199.17406	194.69211	1232000	-3.194809e-08	1.1646528	0.09594349	-0.109691024	-0.6022077	0.034870937	0.403	1.0	2319.76064991951
308	1977.0	6.708204	1984.0	1966.0	0.0	0.0	0.0	0.0	1000.0	197.7644	0.2564359	198.89174	196.3538	1236000	1.0609627e-08	1.338288	0.04967345	-0.027420163	-0.6026463	0.03328586	0.3355	1.0	2322.7100949287415
309	1973.75	2.046338	1977.0	1972.0	0.0	0.0	0.0	0.0	1000.0	197.6513	0.30648315	198.76785	194.15073	1240000	5.6028366e-08	1.1064975	0.03470816	-0.10922694	-0.60311645	0.023456223	0.3465	1.0	2325.6279492378235
310	1970.0	7.5828753	1976.0	1957.0	0.0	0.0	0.0	0.0	1000.0	197.39436	0.2634024	198.52959	195.07657	1244000	-3.838539e-08	1.8524673	0.028258651	-0.17115963	-0.60358846	0.041608244	0.43525	1.0	2328.564332008362
311	1968.75	2.384848	1972.0	1966.0	0.0	0.0	0.0	0.0	1000.0	196.98947	0.25763986	198.16986	195.15118	1248000	4.568696e-08	1.3025643	0.01866974	-0.055770516	-0.60401666	0.035203956	0.31375	1.0	2331.4846506118774
312	1966.0	6.2849026	1973.0	1956.0	1.0	1.7320508	4.0	0.0	1000.0	196.76587	0.5270022	198.08574	186.07527	1252000	2.014637e-08	3.1912394	0.019547101	-0.14085793	-0.60444206	0.02488592	0.26575	1.0	2401.3074877262115
313	1972.5	4.031129	1979.0	1968.0	0.0	0.0	0.0	0.0	1000.0	196.56422	0.3931937	197.86111	191.65263	1256000	-4.7802928e-08	1.5474298	0.024405122	-0.37421334	-0.6048555	0.028438412	0.29125	1.0	2404.4040806293488
314	1967.25	7.8222437	1975.0	1955.0	1.0	1.7320508	4.0	0.0	1000.0	196.9725	0.82578367	198.29388	180.18289	1260000	-3.361702e-08	3.8420687	0.018391551	-0.36728096	-0.6052646	0.023567475	0.31425	1.0	2407.474543571472
315	1901.0	98.21151	1972.0	1733.0	22.5	32.92795	79.0	0.0	1000.0	193.91948	15.985419	198.09448	-8.181261	1264000	3.027916e-08	213.21802	0.0059421356	-79.63498	-0.60562986	0.025819043	0.2785	1.0	2410.4165127277374
316	1443.75	806.2125	1969.0	49.0	19.25	12.813567	35.0	0.0	775.25	187.27031	29.139551	195.65025	-74.198105	1268000	-1.9431113e-08	540.0425	0.005210598	-114.23822	-0.6060024	0.014402351	0.25875	1.0	2414.253219127655
317	997.1667	973.9376	1973.0	-2.0	7.1666665	6.9621997	17.0	0.0	541.1667	183.30136	38.06765	193.15448	-87.41619	1272000	-2.3722649e-08	1261.2462	0.008445845	-400.58215	-0.60631645	0.01861132	0.207	1.0	2417.2380957603455
318	1893.25	78.89352	1974.0	1801.0	16.75	22.151466	54.0	0.0	998.75	186.84047	27.077272	194.65031	-94.67796	1276000	2.2709369e-08	689.64935	0.0078122024	-162.46863	-0.6066074	0.01827208	0.18975	1.0	2420.1663761138916
319	1633.0	483.39786	1972.0	804.0	20.0	22.090721	56.0	0.0	872.0	182.26935	37.131454	194.72455	-91.68404	1280000	-6.079674e-09	724.4786	0.00751456	-184.55243	-0.6069135	0.017695863	0.2155	1.0	2423.1162106990814
320	1233.2	881.8161	1970.0	22.0	7.4	5.351635	16.0	0.0	659.2	180.57565	31.942331	192.99678	-93.22187	1284000	-3.9339065e-09	1470.1521	-0.0016199071	-243.3722	-0.60724026	0.015560184	0.156	3.0	2426.0706419944763
321	1361.2	757.9729	1976.0	97.0	13.4	10.499524	31.0	0.0	731.6	176.77715	32.850937	187.67537	-89.5265	1288000	-8.5830685e-09	1175.2544	0.00223783	-456.3678	-0.6081866	0.015833385	0.1845	1.0	2429.033947467804
322	1717.25	420.557	1969.0	989.0	4.25	4.6029882	11.0	0.0	893.0	187.08994	4.4852405	189.88734	72.79419	1292000	5.477667e-08	1177.2878	-0.0035062283	-121.23987	-0.60843563	0.016136201	0.199	5.0	2432.0439031124115
323	1468.4	609.93164	1961.0	541.0	10.4	14.051334	38.0	0.0	783.8	182.54822	32.264412	190.5529	-101.79888	1296000	-1.3291836e-08	1672.3936	0.0029357795	-204.03064	-0.6087534	0.014297182	0.18825	1.0	2435.0306918621063
